text,label
@dannywood we standing here meeting up with everbody!!!! Let us kno u kno where here! Love ya!,joy and happiness
"@danosphere It's a beautiful MN day, but I'm stuck inside playing Zelda.  I've gotta play at least 10 hrs. today.",joy and happiness
@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton,anger
@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,anger
@DanSer4Gsus i know. But.,fear and worry
@DanSherwood lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear it!,joy and happiness
@danslevin You're welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,joy and happiness
@DanWarp &quot;Shut Up&quot; was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!,joy and happiness
@DanWarp http://twitpic.com/4w9w6 - lol you sure love that sushi. you've tweeted many pictures of it.,fear and worry
@DanWarp: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD,joy and happiness
"@Dap23 ohh, i'm watching my best friend's wedding. it's so sad..",sadness
@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! 😍,sadness
@Darcevarchy Re novel - will keep you posted,joy and happiness
@darcomafloy OMG IM CRYING HAHAHAHA ikaw talaga tagagising ko HAHA shet i set my alarm BUT I FORGOT TO TURN IT ON but im awake now so--,fear and worry
"@DaRealMrDevine lol! I thought we was suppose to guess..damn, I tried tho..lolol!",joy and happiness
@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings...,joy and happiness
@DarenYeow Oh wow they are really good  I think Im going to use one of them lol.,joy and happiness
@Dark_Intell Darius' article was what convinced me that the time and money I had sunk into the IGDA in past years was wasted. Good re-read.,sadness
"@DarkAeon Alas, the best I can offer is a small pony and a rowing boat",fear and worry
@Darke_Ascension Hope it's a great one for ya  http://myloc.me/tvD,joy and happiness
"@darkgracie nice song, where did it come from ?",joy and happiness
@DarkGX pffffffffff... it's not a 100% triumph cuz u gone napping  LMAO!!,joy and happiness
@darkkiller101 I miss you too!!   And don't say &quot;damn&quot;!!!  lol,joy and happiness
"@darklord1  Ohh what fun! A night at Slimes, I miss that place!",joy and happiness
@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh,anger
@darkmindedsith Damn it. I can't film it. Nevermind,fear and worry
@darkmornan that was so disappointing,sadness
"@DarleneZschech can I come!?   I'm Merci btw., I have always been so inspired by you since I was a teenager.",joy and happiness
"@darlsXzpott3r I'm doing good thanks   And yourself? and sorry, lil busy at the moment.",fear and worry
"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery",anger
@Darren32895836 @FatimaFatwa it would be a great opportunity to settle the globe down.. #fear does wonders..,fear and worry
@darrendoyle Oh I had lots put on my desk during those years  I guess if they've done it to you then it would be ok to do it back lol,joy and happiness
@DARRENJ0NES you poor thing   *hug*  plenty of aloe gel in summer eh?,fear and worry
"@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out 😂",sadness
@DarryleP Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!,joy and happiness
"@DarryleP I just have one, he is 14 months. I don't think he realizes that it is Mother's Day tomorrow. LOL!",joy and happiness
@DarryleP LOL! I do splurge on chocolate now and then.  And I plan on splurging a little tomorrow!,joy and happiness
@darrynstorm hey hey..i'm only finishing on the 10th of june,joy and happiness
"@darvin111 you don't even care about there, their, and they're.",fear and worry
"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",fear and worry
@DarynJones Your youtube account is down.,sadness
"@dashkaaa we always miss each other, don't we?",joy and happiness
@DaSqUeAkYOne those were the good days the jetsons comes on right after finltstones ! i missed it today tho,fear and worry
@datachick That version is not compatible with Vista.,fear and worry
@datadirt hahah  okay then thanks for this short explanation ;),joy and happiness
@datalore_tv I hope Shatner didnï¿½t address that message to philosophers. Weï¿½re doomed if they stopped thinking,fear and worry
@datboyJuniorE lool soon as man start loosing weight.  Its panic,fear and worry
@DatBoyXO oh wow...hope he's ok  u take him 2 the vet?,fear and worry
"@DatDoodRace Thts kinda young 4 me, boo.",sadness
"@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. ",fear and worry
"@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. #shudder",fear and worry
@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,anger
@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,sadness
"@datingdad HA.. I look at Twitter games as harmless fun. Despite being author of Twitter book, I try to talk about other stuff",joy and happiness
"@dave_mueller yes i love it  its just a little bit complicated, because i want it on my BB , but it doesnt work",sadness
@daveaitel I'm already here  see you there!,fear and worry
@davecandoit dude that honest to god happens to me all the time.. minus the trail mix.,sadness
@davechapman A new baby? How exciting  Congrats in advance,joy and happiness
@davechinnici still not 100%    im sick of being sick!,fear and worry
@davedays GAH! I got some of your songs off itunes  I'm so happy! They're SO AWESOME!!! keep it up!,joy and happiness
"@davedays i heard one of your songs, and you have an amazing voice  i was stunned",joy and happiness
@DaveDeRoo hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.,sadness
"@DaveDinsmore miss u guys,terribly!! no Todd yet    he is a busy boy  maybe tomorrow night!",fear and worry
@DaveDuarte I can remember those Evidence Based Management lectures...definitely the best of EBM,joy and happiness
@daveg38 I was thinking that too this morning. Don't worry it soon passes,fear and worry
@daveg38 You really are always dirty!!! Ha ha!!!! Do you have a sex addiction???,joy and happiness
@davegiumara yeah the weather ruined my plans too  i was gonna beach it up as well,fear and worry
@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops,joy and happiness
"@davekennedy Wow, you might be countering the Benedryl with your enthusiasm.",joy and happiness
@davelakhani Did you get to meet Ace Frehley?  Love his guitar playing.  Not sure how coherent a speaker he might/might not be.,joy and happiness
@davenavarro6767 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,sadness
"@daveockun I hate you , Fleetwood is my favorite band...I'm so jealous  ok I still love you haha",joy and happiness
@daveoflynn Amen to that,fear and worry
"@davepenny47 Actually, I also thought Mother's Day was May 31st until I was remembered of Pentecost  Uselessly complicated, I would say",fear and worry
"@daveredfly great thanks  looking for a client, maybe I can use this myself, gonna try it",joy and happiness
@DaveStyles Haha yes and that is BS! all men lie. show me one who doesn't and I'll marry him,sadness
"@DaveWares working, my 4-day weekend is over, aah well another one coming in 2 weeks",sadness
@davewarwak I`d love to have a copty of &quot;Peep Show...&quot; I have Eilleen`s but I do have to give it back  Please help me out I miss you on FB,joy and happiness
@daveweigel a laurel and hearty handshake,joy and happiness
@DaveyJam live live or leaked live? If it's live properly I may just role outta bed and download it,fear and worry
"@david_garrett Quite saddened.....no US dates, no joyous anticipation of attending a DG concert (since 2014). Happy you are keeping busy.",joy and happiness
@David_Henrie haha i WISH i coudl meet you.. you should stop by seattle some time  home of the STARBUKS ;) I LOVE YOU DAVID!!,joy and happiness
@David_Henrie hahaha. you make me laugh.,joy and happiness
@David_Henrie have fun dude. Love u on &quot;wizards of waverly place&quot;!!!,joy and happiness
@david_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!,joy and happiness
@david_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i love cold weather.,joy and happiness
"@David_Henrie oh my god, yeah! that cake looks delish! i hope you shared it! haha.",fear and worry
@David_Henrie wat do u mean by killed it  and yes im sure lady gaga did do awsome,sadness
@David_Henrie you are amazingg. replyy! it's a dream come true if you would reply to me,joy and happiness
"@David_Kaufer Well, I am crossing my fingers!  We have another year so, lots of hope in my heart! We will see! Thx! G'night!",joy and happiness
"@David_N_Wilson C'mon, I like the superpower explanation better! LOL",joy and happiness
"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear and worry
@david_tennant yes! Watching season 2 all evening.  Wish I could get BBC2,fear and worry
@davidaKaplan As do I  Leopold says hello.,sadness
@davidaldrich_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,joy and happiness
@davidaldrich_wx it looks like it did in Ohio after a tornado hit.,sadness
"@davidalexanderm fantastic, love all things Krautrock",joy and happiness
"@DavidArchie  AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David",joy and happiness
@DavidArchie &lt;3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform,joy and happiness
"@DavidArchie : Hi, i think u should try Ph? in Vietnam, it's really quite delicious",joy and happiness
"@DavidArchie although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring",joy and happiness
@DavidArchie Did you end up finding something good and cheap for breakfast?,fear and worry
@DavidArchie Good morning David! Happy Mother's Day to your mom lol. Too bad u can't be with her. She is so awesome!,joy and happiness
@DavidArchie Haha same!!! But its gonna be awhile til it comes to sweden i think...,joy and happiness
@DavidArchie haha that's because you also look amazing in it! have fun!,joy and happiness
"@DavidArchie Hey David, I'm wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!",joy and happiness
@DavidArchie hey when are you next in the UK?,joy and happiness
"@DavidArchie Hope you find a nice and healthy, also cheap, breakfast!",joy and happiness
@DavidArchie i already got my tickets to your concert here in the philippines! im so excited!,joy and happiness
@DavidArchie I listening Your album on youtube. So awesome. But i can't buy it,sadness
@DavidArchie I tweet sooo much about you. Gahd.  Hahaha!,joy and happiness
"@DavidArchie if you don't mind, change your profile pic with a picture of you in UK. It'll be fun",joy and happiness
@DavidArchie I'm watching some of your videos in YouTube. You're funny David.  Oh and TALENTED of course!,joy and happiness
@DavidArchie MCFLY?!!  Aren't they the best band ever? I wish I were there to watch the concert. Singapore isn't a place they'd tour.,joy and happiness
@DavidArchie morning David! i hope you're able to contact you're mom for Mother's Day!she seems really sweet  i guess you get it from her!,joy and happiness
@davidarchie needs to make plans to come back to uk! yest he made my year  love him xo,joy and happiness
@DavidArchie oh! La Roux is a band right?? An English electropop synth duo band ..  cool!,joy and happiness
"@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay",joy and happiness
@DavidArchie See you on may 16!!,joy and happiness
@DavidArchie Shoping till you drop david..haha..enjoy your day,joy and happiness
@DavidArchie the script are amaaazing! Rusty halo and i'm yours are my favourites,fear and worry
@DavidArchie Touch My Hand video = simply amazing.  Love it.,joy and happiness
@DavidArchie want to hear something funny? I'm yours is on the radio right now!,sadness
@DavidArchie Yeahhh you do that lol,joy and happiness
@DavidAWatson link no worky-work,fear and worry
"@davidbaillie they are evil mean people, who hurt you. I have a terrible phobia of dentists, but had toothache from hell this week",fear and worry
@DavidBurke1 morning David have a safe journey and enjoy your time in the states  xxx,joy and happiness
@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.,fear and worry
"@davidcrow @cspin and I suppose, until we have more bike lanes, the roads aren't safe enough to pull your kids in bike buggies/trailers",fear and worry
"@DavidGibbons Thanks for the link. I've been out of NY, missed many non-online bills so know how badly my score's been hit",fear and worry
"@davidgs Rest is important, but like everything else don't over do it.",joy and happiness
@DavidGuetta_EN  we're waiting you here in Belgrade!! Can't wait!!,joy and happiness
@davidhiggerson Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite..,fear and worry
@davidismyangel is enough time!! (if i get into VIP!) but i know that doesn't make up for it  at least they'll have each other!,sadness
"@davidjosman, a 74 is not &quot;quite alright&quot;!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries.",joy and happiness
@davidleibrandt good to know you had fun,joy and happiness
@davidmihm Please no more tweet-memes,sadness
@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :),joy and happiness
"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins",fear and worry
@DavidSadof I'm not sure about this tweet business  Why are the simple things so difficult?,fear and worry
@davidspruell i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,joy and happiness
@davidspruell Just ripping here.  That ad buy I was going to speak w/you about looks to be on hold for a bit. Company changed hands. :-/,fear and worry
@davidtreynolds but but but. I want steak,sadness
"@davilivingston I don't know, I noticed that happens to me sometimes too.",fear and worry
@davjr  i love you mooorrreeee,joy and happiness
@davorkapozgan CongratulationS. Great funky site! U did it waaw,joy and happiness
@DavuuWart this is hilarious !!,joy and happiness
@dawl83 how you get a day off and you still aint hit me.. Where is the lOVE?,sadness
"@dawndela yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time",fear and worry
@DawnRichard at least your luggage came. I came back from Paris and the airlines lost all my luggage...,fear and worry
"@DawnRichard Awww, that's nice.  You both make a really beautiful couple, you balance each other.",sadness
@DawnRichard beautiful inside and out kids like you and que.. ILY guyz  wish i could have met you while you are here in houston...,joy and happiness
@DawnRichard have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it,joy and happiness
@DawnRichard Let's go!,joy and happiness
@DawnRichard OMG!! I done died and went 2 heaven...thanks so much 4 the response...I'm cryin' right now...Luv ya!!,fear and worry
@daxxbondoc thanks Daxx you too!  God Bless you brother!,fear and worry
@Dayna_aka_Rowan he could be talking to me  (he's probably not though ;) ),sadness
@daynah it doesn't work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful,sadness
@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers,anger
@DaysofBigWheels I wish I could see that first hand,sadness
@Dayteed cool! Linux?,joy and happiness
@dayv79 haha I just playing,joy and happiness
"@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings.",joy and happiness
@dayzie63 LMï¿½ï¿½oï¿½o! my job is funn,joy and happiness
@DaYziEbAbY THANK YOU MAMA!,joy and happiness
"@dazzledbydiaper Everyone, please welcome my new friend, Kari, with a warm follow, as she just set up her twitter account tonight",joy and happiness
@DazzleMeThis ok sounds goood to me  hehe,joy and happiness
@DazzlesPR oh phew you scared me. I wont have ANY access when im in mexico,fear and worry
@db aww that's cute,joy and happiness
@dbdc LOL! I hate when that happens!! All hyped up and its over before you know it! Lunch sounds nice..hope you have a nice time.,sadness
@dbgrady lol that was a great movie,joy and happiness
"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #comicsans",fear and worry
"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #shudder #comicsans",fear and worry
@dbvictoria love the necklace!  What a fun idea,joy and happiness
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg ,fear and worry
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,fear and worry
@DC_Zol I would like to make a comment about the password but I can't on this medium,fear and worry
@dc493 sassafrass reminds me of rachel  i miss her,fear and worry
@dcal44 Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. &gt;140 char soon,sadness
@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger
@dcorsetto love love love pot psycology. My Friday night treat,joy and happiness
@dcorsetto Ugh my trousers do that too and I've never found a way to combat it! It's so weird,fear and worry
"@DD714 Ahh man, and im off NEXT weekend",joy and happiness
"@dda oh look! traditional Chinese, it's so charming   I love the ? miss those shutters on the doors...",joy and happiness
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,sadness
"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. ",fear and worry
"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. #bully",fear and worry
"@ddeeaannnnaa89 already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",fear and worry
@ddlovato  i just saw your performance on the ellen show. we're so behind in australia  you were AMAZING and have such a wonderful voice!,joy and happiness
@ddlovato  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,fear and worry
"@ddlovato : yaaay,  you're back .FINALLY!!! i love reading your tweets ;D. and you ;P",joy and happiness
@ddlovato aw! she's super cute!!!,joy and happiness
@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:,sadness
@ddlovato demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it,joy and happiness
@ddlovato DEMI YOU WERE SO PRETTY WITH YOU'RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.,sadness
"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",joy and happiness
@ddlovato hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me,fear and worry
@ddlovato hey! im a fan form Puerto Rico .. can'wait for your next CD ... xoxoxoxo Come back on tour here please  !!,joy and happiness
@ddlovato hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,joy and happiness
"@ddlovato How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",fear and worry
@ddlovato how was bamboozle? i wish i could've gone. &amp;&amp; have you worked with laurie ann gibson? she told me you guys worked together,joy and happiness
@ddlovato http://twitpic.com/4vuuy - That's so cool.,joy and happiness
"@ddlovato http://twitpic.com/4vuuy - thats the most colorful thing ive seen all day,wow.",joy and happiness
@ddlovato http://twitpic.com/5h3ad - And Brazil??? WE LOVE YOU TOO!!,joy and happiness
@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,joy and happiness
@ddlovato I missed u. Stop defending urself. Your true fans are with u  U're the best. And for me u didn't change. -Ur biggest french fan!,joy and happiness
"@ddlovato I wish I could've been there. Demi, you need to throw in a Toronto, Canada show this summer! Please",fear and worry
@ddlovato i wish i was there! but i live in holland ): but i'm going to see you in paris,joy and happiness
"@ddlovato I'm sure it was amazing  Wish I could have been there :] You're an incredible, phenomenal, amazingly talented singer",joy and happiness
"@ddlovato it's quite hard cause when you attempt to spread it, the cornbread falls apart...",fear and worry
"@ddlovato july 21st!?? that means at your concert I won't know all the songs.  oh well, yay demi!! &lt;3",joy and happiness
@ddlovato miss chatting with you,joy and happiness
@ddlovato My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  xx,joy and happiness
@ddlovato or with other food like i can't put penutt butter in my bread it always broke my bread  y need to tosted TOO MUCH NOW,sadness
@ddlovato Pleaseee Give Me A Shoutout  Love Georgia (UK),joy and happiness
@ddlovato where are ya headin to for your family vaca? i hope the paparazzi leave you alone,fear and worry
"@ddlovato who said demi can't wear her Converse with her dress oh baby, that's just demi.",fear and worry
@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!,fear and worry
@ddlovato Your second episode of Sonny WAC was on in New Zealand tonight. You were (and still are) AMAZING! ily  xx,joy and happiness
"@ddlovato You're one very talented singer, dancer and actress. Love your songs. I look forward to your next album. Cheers from the East!",joy and happiness
@ddlovato...... is an awesome band,joy and happiness
@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack,fear and worry
@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,fear and worry
"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",joy and happiness
@ddrdiva @laurapasik @that70sgrl I've always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!,fear and worry
@dduane *waves back* Have a good day,joy and happiness
@dduane have you read Angels &amp; Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.,joy and happiness
@Ddubs_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW &amp; looking at THE PICTURE! lol Happy Bday! &lt;3,joy and happiness
"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*",joy and happiness
@deadlyknitshade  OOh but you soon get to meet the dung mice!!,sadness
"@deadmanwade awwww ray you're the best.  it means a lot to me that you say that! i can't wait to hang with you again, hopefully soon!",joy and happiness
@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D,joy and happiness
@deadra I could have bought a Vespa with the amount of money I just spent,fear and worry
@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,anger
@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played.,anger
@dean_b BF @ gig in Portland OR.  That's not driving distance to come save me from Burbank. I stuck ATM.  Working on plan B,fear and worry
@dean_b if I drive home now I think I am breaking the laws?  Tooooooo many dranks.  Toooooo many. I am stuck in MF burbank.,fear and worry
"@deaninwaukesha Oh yes...quite.  And with that, I really do have to retire.  G'night doll!!  Nice chattin' with ya!",joy and happiness
@deanlusk I love catching people singing in their cars. Even better if they're dancing,joy and happiness
@deanm1987 Hey twit! Just watched poor Holly on Britains Got Talent  poor thing!! People are so mean - she only a 10 year old little girl!,sadness
@deanomarr Italy or greece for me  Love Italian men hehe ;),joy and happiness
@death_by_spork we shall see,fear and worry
"@deathnerd ah man, that's sucks.  What happened to it that's prompting a reinstall?",sadness
@Deathwishedx3 and you. okaaaay,joy and happiness
@deauxboi LOL...he was cool! shoooooot...,joy and happiness
"@debadowling...OOOPS AGAIN, the reply button is the RIGHT of the msg...now I'll stop spamming",fear and worry
@debaoki Thanks for getting me bottled water.,joy and happiness
@Debbas My Mom is a nurse practitioner&amp;spent entire life devoted to the field.  The good ones deserve to be recognized! I'll follow her,joy and happiness
@DebbieFletcher haha i will remember that  xx,joy and happiness
@DebbieFletcher Haha! I'll try that next time he's up north!  Thanks for the tip. xxx,joy and happiness
@DebbieFletcher Happy Mothers Day! i hope tom got you something special! enjoy day!  xo,joy and happiness
@DebbieFletcher Nice Mothersday! *gives you a viritual chocolate,joy and happiness
@DebbieZachry very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,joy and happiness
"@Debblues didn't know you folks were there, sorry.",fear and worry
@debby41 Your not alone im gutted i missed the convention too!,sadness
@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.,fear and worry
"@DebPenner Deb,, I am looking forward to exploring simple=ology/Mark Joyner.  I'll be back in about 10 hours.",joy and happiness
@debraoakland  Only telling the truth Dibster,fear and worry
@debscov65 local solutions fine but not 864 providers negotiating with 32 LA's/IJB 's #scare resources,fear and worry
@debtguide Cool Guide.. My best Tip.. Do NOT Use Them Unless Absolutely Needed !!!,fear and worry
@Debut_Steve yes....but now I'm not going to be paid to be in the pub,sadness
@debutemma I dont have to sit here and take this from u spry young children,joy and happiness
@decadentdecay Chica! Two more days!  I want the US Elle too.,joy and happiness
@decadentluxe That's love.,joy and happiness
@decaydance --Nothing,sadness
@decryption That is awesome..,joy and happiness
"@dederobb wow!  Nice roar, I see good things in your future",joy and happiness
@Dee_Staack Pfft ... i dont have the guts .. YOU TELL HIM  and say its a fundraiser like .. PFFT,fear and worry
"@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,",joy and happiness
@deedeedet i know. i need to get their cd somewhere.. hopefully they sell it here in finland.,fear and worry
"@deedz I totally agree. I just don't like it when everybody closes the windows in buses, trains etc. I'm afraid of getting diseases there",fear and worry
"@deeeniseee eh, you're a really nice girl   How are you? miss youuuuuuu",joy and happiness
@deegirl825 you're just unhappy to return to occupying the same city as me  I am cry now too.,fear and worry
@deegospel Hey Dee... I wish I could make it to the mastermind session tomorrow  I'm in a wedding in Statesboro. hope to chat soon.,sadness
@Deejai Nice to meet you toooo  Good to know another one of my followers ACTUALLY speak!,joy and happiness
"@deekgeek Awwwwwww. You two are the cutest.  And gods, I LOVE your hair.",joy and happiness
@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.,joy and happiness
@deena_p aww thanks,joy and happiness
@DeepaPrabhu Thanks and thanks,joy and happiness
@deepbluesealove Yeah it was great to be outside without rain/snow &amp; cold air! Love the sunny days,joy and happiness
@deevazquez Lol. She's offering me a case of guiness!  can you one up her? If you buy me two I'll stay. Let's start the bidding wars,sadness
@DefiantSagacity — Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to —,sadness
@DefyGravity81 oooooooh I KNO  EEEEEEEKKKKKKK! @coriluvthedon ROCKS!! &gt;,joy and happiness
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ",fear and worry
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",fear and worry
"@Deirdre_Morris Congratulations! what a milestone for you and your girls! I'm almost at five months, just for one though  You rock!",joy and happiness
@deiu you guys are moving to LA?! Why so far? But we shall make a castle before you leave!,joy and happiness
@dejam88. Well gotdamn girl!!! I dont know what else!!!!  I'm sleepy again! Grrr,joy and happiness
"@DejaMeade For the record, Madina Lake played your song third.  At least your enjoyed The Audition though?",fear and worry
@dekhmcclelland One's gone to my husband who's going alone  Other I might just leave at box office under a random name for anyone...,fear and worry
@dekrazee1 You are doing the right thing though.  A fridge is where vegetables go to die,joy and happiness
"@delamarRX931 haha, happened to me a lot of times. Know the feeling. Happy mums day to ur mom too delle",joy and happiness
"@DeLaSelis no... But I met a new graphic design friend, so that was dooope!!!",joy and happiness
@DelbertShoopman Good luck with the footage - none of the stations are breaking in live with it,joy and happiness
@deleise @nataliewitcher I miss all you OK girls.    Happy Mother's Day to all y'all.,joy and happiness
@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype,sadness
@DelicatelyReal looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now,joy and happiness
@DeliverImHungry You are right.  If you ordered a static IP it should have been set up.  I apologize if it was not,fear and worry
@delon03 can you at least just walk past her and break out into laughter,joy and happiness
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. ,anger
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious,anger
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered ,fear and worry
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,fear and worry
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind ,sadness
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy,sadness
@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?,anger
@Dementress BIG HUG FOR YOU,joy and happiness
"@DemiJonasMexico Oh, amazing  I have two too and I need to have the third (yn)",joy and happiness
@DemiLSupporter i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word &quot;crikey&quot; just now!!,joy and happiness
"@demios101 oh, sorry to hear about this too  sad",fear and worry
@demiswissfan awesome  thats what im likewith the song paranoid. its stuck in my head! and i love it  lol xxxx,joy and happiness
@demiswissfan love you 2  so how are you? xxxx,joy and happiness
@demiswissfan thanks  lyxxx,joy and happiness
@demiswissfan yer  i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered.....,joy and happiness
@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td #7,fear and worry
"@DENISE_RICHARDS A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother's Day",joy and happiness
@denise_richards sorry to be the bearer of bad news.,fear and worry
@denise183rd yo wake your ass up  and go to work  go get that paper  u aint sick dont lie,sadness
